Robot Count: 50,Node Count: 500,Robot Speed: 1
1,418
2,1248
3,1063
4,744
5,742
6,742
7,744
8,1286
9,1173
10,2940
11,744
12,926
13,1783
14,748
15,250
16,1749
17,2313
18,1729
19,2206
20,394
21,257
22,1244
23,1708
24,1183
25,792
26,730
27,244
28,744
29,1524
30,3671
31,1416
32,1615
33,258
34,1919
35,748
36,2450
37,762
38,1223
39,1152
40,1239
41,1184
42,2736
43,1185
44,252
45,1668
46,2798
47,734
48,806
49,342
50,247
51,390
52,744
53,1309
54,1699
55,1686
56,1248
57,1189
58,247
59,2112
60,832
61,750
62,1457
63,1772
64,1694
65,1235
66,747
67,1229
68,1715
69,1681
70,757
71,750
72,1238
73,1111
74,1300
75,2093
76,2190
77,258
78,381
79,747
80,749
81,241
82,245
83,1260
84,971
85,1714
86,735
87,799
88,772
89,301
90,747
91,2767
92,3048
93,1303
94,246
95,936
96,248
97,1712
98,732
99,238
100,769
101,1592
102,746
103,1715
104,734
105,749
106,1377
107,240
108,429
109,1208
110,248
111,430
112,881
113,254
114,780
115,748
116,1238
117,1746
118,1175
119,748
120,1270
121,244
122,297
123,740
124,308
125,1743
126,740
127,843
128,579
129,745
130,418
131,291
132,1340
133,1743
134,1255
135,1737
136,1546
137,1138
138,1247
139,776
140,1719
141,746
142,1228
143,369
144,748
145,1188
146,3372
147,742
148,829
149,744
150,748
151,749
152,1247
153,741
154,759
155,1262
156,918
157,3749
158,1232
159,776
160,1764
161,958
162,2618
163,3220
164,2166
165,773
166,1268
167,891
168,2731
169,1231
170,741
171,1561
172,1747
173,2636
174,1245
175,744
176,1403
177,746
178,881
179,1915
180,345
181,1246
182,2727
183,969
184,747
185,1742
186,1229
187,2731
188,803
189,1273
190,1552
191,401
192,1531
193,2748
194,2249
195,1244
196,1253
197,1745
198,423
199,1686
200,1241
201,289
202,1830
203,745
204,241
205,1246
206,866
207,1744
208,1247
209,3063
210,520
211,1244
212,853
213,1207
214,1249
215,1748
216,477
217,928
218,1058
219,1179
220,1234
221,848
222,1790
223,1053
224,1246
225,241
226,294
227,2249
228,307
229,1087
230,919
231,744
232,1678
233,1262
234,1132
235,765
236,1722
237,672
238,405
239,1248
240,1607
241,748
242,741
243,882
244,1077
245,245
246,2361
247,2348
248,737
249,1172
250,769
251,1742
252,802
253,799
254,731
255,2467
256,870
257,835
258,1740
259,747
260,839
261,2246
262,231
263,1431
264,2158
265,1246
266,864
267,2227
268,895
269,544
270,1625
271,714
272,863
273,819
274,405
275,886
276,748
277,1270
278,2102
279,1926
280,1547
281,1803
282,751
283,763
284,2223
285,3186
286,2942
287,1241
288,1240
289,1294
290,1292
291,389
292,2226
293,515
294,667
295,2534
296,1666
297,742
298,1256
299,2245
300,1221
301,245
302,1705
303,247
304,763
305,2737
306,745
307,734
308,519
309,740
310,589
311,1688
312,742
313,1237
314,244
315,1738
316,1242
317,479
318,1172
319,2651
320,3173
321,1743
322,1746
323,748
324,733
325,813
326,754
327,655
328,2744
329,780
330,1821
331,1248
332,246
333,2277
334,780
335,1247
336,736
337,1247
338,1566
339,2220
340,248
341,314
342,1181
343,650
344,738
345,879
346,1320
347,1146
348,1397
349,365
350,749
351,1739
352,1384
353,2680
354,285
355,739
356,1228
357,3782
358,1678
359,727
360,871
361,873
362,1739
363,1250
364,405
365,739
366,1742
367,913
368,753
369,964
370,1239
371,1188
372,2273
373,1246
374,1269
375,2699
376,745
377,745
378,2238
379,732
380,1723
381,246
382,825
383,2612
384,857
385,301
386,234
387,716
388,1239
389,1245
390,332
391,1723
392,720
393,701
394,356
395,245
396,246
397,1179
398,1376
399,1396
400,249
401,1190
402,810
403,770
404,1209
405,360
406,744
407,1245
408,755
409,1407
410,740
411,799
412,1675
413,736
414,1262
415,1747
416,748
417,749
418,748
419,2748
420,837
421,2373
422,747
423,2609
424,241
425,741
426,734
427,241
428,251
429,627
430,791
431,1224
432,811
433,1727
434,1248
435,746
436,1244
437,2244
438,1423
439,744
440,1329
441,746
442,249
443,2233
444,961
445,249
446,1208
447,1249
448,3613
449,856
450,719
451,392
452,643
453,1247
454,1239
455,1738
456,831
457,864
458,1215
459,745
460,742
461,245
462,1248
463,1746
464,1249
465,252
466,1763
467,841
468,789
469,748
470,2136
471,2203
472,5021
473,1248
474,869
475,760
476,1761
477,1059
478,829
479,1339
480,530
481,249
482,1245
483,249
484,1746
485,1394
486,3563
487,744
488,1214
489,693
490,1248
491,765
492,1746
493,1591
494,1404
495,1067
496,1250
497,760
498,1210
499,1671
500,768
501,245
502,743
503,794
504,743
505,733
506,2261
507,990
508,2828
509,925
510,2240
511,406
512,1289
513,249
514,1224
515,1746
516,375
517,724
518,2070
519,1184
520,248
521,1240
522,4746
523,364
524,1761
525,748
526,396
527,821
528,1395
529,1239
530,744
531,1238
532,255
533,836
534,789
535,1364
536,1259
537,1306
538,1244
539,1966
540,769
541,249
542,1341
543,775
544,285
545,1737
546,744
547,1242
548,362
549,718
550,1535
551,2203
552,790
553,794
554,1870
555,742
556,2198
557,1188
558,839
559,1248
560,1881
561,2663
562,1248
563,1117
564,275
565,1247
566,744
567,260
568,1657
569,1375
570,1246
571,912
572,719
573,746
574,278
575,719
576,1051
577,2241
578,759
579,1103
580,762
581,449
582,236
583,744
584,1232
585,443
586,749
587,1213
588,2113
589,1775
590,249
591,1411
592,266
593,223
594,418
595,1716
596,1328
597,751
598,745
599,751
600,246
601,2045
602,3212
603,1366
604,734
605,243
606,686
607,825
608,249
609,806
610,1744
611,2243
612,1245
613,280
614,783
615,1720
