Robot Count: 10,Node Count: 50,Robot Speed: 5
1,31
2,27
3,13
4,15
5,27
6,14
7,33
8,15
9,7
10,14
11,5
12,26
13,14
14,25
15,15
16,31
17,27
18,5
19,13
20,24
21,15
22,14
23,35
24,13
25,5
26,14
27,14
28,25
29,18
30,7
31,6
32,8
33,5
34,25
35,22
36,15
37,6
38,5
39,14
40,27
41,4
42,14
43,25
44,6
45,6
46,15
47,5
48,6
49,34
50,6
51,5
52,14
53,14
54,18
55,6
56,5
57,17
58,5
59,23
60,5
61,26
62,41
63,31
64,13
65,5
66,6
67,34
68,46
69,24
70,6
71,15
72,43
73,7
74,24
75,25
76,25
77,14
78,15
79,14
80,8
81,5
82,7
83,5
84,17
85,5
86,5
87,5
88,6
89,23
90,11
91,15
92,8
93,6
94,6
95,25
96,16
97,13
98,23
99,13
100,6
101,12
102,11
103,44
104,14
105,5
106,6
107,14
108,5
109,5
110,5
111,17
112,5
113,6
114,13
115,8
116,5
117,23
118,4
119,4
120,6
121,6
122,12
123,7
124,5
125,7
126,5
127,33
128,23
129,4
130,25
131,25
132,5
133,4
134,12
135,24
136,12
137,5
138,15
139,43
140,13
141,34
142,15
143,6
144,26
145,26
146,33
147,4
148,4
149,6
150,5
151,12
152,9
153,23
154,6
155,4
156,14
157,25
158,6
159,13
160,6
161,94
162,13
163,23
164,10
165,6
166,13
167,7
168,22
169,14
170,21
171,23
172,15
173,14
174,5
175,13
176,17
177,14
178,13
179,23
180,10
181,16
182,6
183,5
184,5
185,14
186,5
187,7
188,26
189,25
190,26
191,23
192,14
193,15
194,17
195,4
196,5
197,14
198,5
199,4
200,25
201,4
202,7
203,18
204,24
205,6
206,5
207,29
208,5
209,5
210,13
211,8
212,13
213,10
214,6
215,17
216,6
217,13
218,15
219,13
220,15
221,5
222,24
223,8
224,6
225,46
226,7
227,5
228,7
229,16
230,5
231,5
232,6
233,5
234,34
235,33
236,7
237,9
238,35
239,14
240,14
241,23
242,7
243,16
244,8
245,16
246,14
247,9
248,12
249,4
250,6
251,10
252,4
253,5
254,5
255,24
256,16
257,6
258,26
259,24
260,7
261,5
262,5
263,27
264,9
265,14
266,7
267,24
268,7
269,5
270,5
271,5
272,6
273,13
274,24
275,33
276,17
277,6
278,17
279,6
280,6
281,16
282,54
283,12
284,15
285,24
286,14
287,26
288,14
289,6
290,6
291,16
292,5
293,54
294,15
295,25
296,15
297,8
298,21
299,15
300,14
301,5
302,21
303,5
304,4
305,14
306,4
307,26
308,26
309,21
310,5
311,4
312,15
313,12
314,5
315,14
316,5
317,4
318,17
319,13
320,24
321,15
322,36
323,37
324,24
325,8
326,24
327,5
328,6
329,31
330,6
331,14
332,24
333,14
334,27
335,11
336,25
337,7
338,6
339,7
340,4
341,17
342,5
343,6
344,5
345,61
346,21
347,4
348,5
349,14
350,5
351,4
352,13
353,15
354,24
355,34
356,6
357,23
358,24
359,41
360,6
361,105
362,6
363,16
364,4
365,5
366,14
367,23
368,5
369,8
370,35
371,15
372,8
373,45
374,6
375,7
376,15
377,6
378,25
379,4
380,5
381,3
382,54
383,14
384,11
385,16
386,7
387,5
388,21
389,7
390,17
391,37
392,12
393,5
394,27
395,51
396,4
397,12
398,5
399,23
400,6
401,5
402,14
403,5
404,46
405,23
406,25
407,4
408,9
409,15
410,5
411,6
412,76
413,42
414,3
415,9
416,15
417,13
418,26
419,24
420,46
421,8
422,35
423,4
424,5
425,14
426,42
427,15
428,32
429,41
430,9
431,4
432,18
433,43
434,15
435,24
436,15
437,14
438,11
439,5
440,15
441,15
442,12
443,7
444,33
445,24
446,8
447,6
448,5
449,7
450,14
451,8
452,12
453,15
454,14
455,9
456,4
457,4
458,8
459,6
460,7
461,4
462,12
463,5
464,5
465,6
466,53
467,12
468,5
469,6
470,15
471,7
472,13
473,24
474,6
475,4
476,7
477,13
478,12
479,6
480,8
481,8
482,43
483,5
484,13
485,4
486,4
487,5
488,5
489,23
490,22
491,13
492,4
493,14
494,5
495,7
496,5
497,14
498,14
499,11
500,26
501,14
502,14
503,5
504,17
505,5
506,23
507,6
508,7
509,9
510,23
511,14
512,14
513,14
514,6
515,14
516,44
517,5
518,15
519,4
520,21
521,23
522,6
523,4
524,64
525,16
526,13
527,5
528,14
529,22
530,4
531,14
532,34
533,5
534,14
535,28
536,14
537,14
538,10
539,5
540,14
541,14
542,18
543,54
544,16
545,5
546,35
547,15
548,17
549,4
550,25
551,5
552,12
553,4
554,34
555,27
556,53
557,14
558,5
559,14
560,35
561,54
562,5
563,6
564,54
565,6
566,14
567,56
568,7
569,64
570,65
571,5
572,5
573,5
574,15
